months_active,trust_score,avg_monthly_income,fraud_flags,existing_loans,claims_paid,zone_tier,is_eligible,max_loan_amount
9.5,68.8,16821,0,0,5,2,1,10000
0.8,77.5,13083,0,0,3,3,0,0
6.3,62.2,7300,0,0,4,2,0,0
11.3,77.7,10032,0,2,0,1,0,0
1.9,55.6,6335,0,0,3,1,0,0
9.1,50.6,7255,0,1,7,1,0,0
11.8,62.8,15479,0,1,0,3,1,10000
12.4,61.3,10762,0,1,5,3,1,8167
8.1,77.8,19657,0,0,2,2,1,10000
0.5,45.3,10770,0,0,1,1,0,0
13.8,65.1,10552,0,0,4,3,1,8318
2.7,74.7,17048,1,2,1,1,0,0
14.9,63.1,16672,0,0,4,1,1,10000
22.3,59.8,11605,0,0,5,3,1,10000
2.2,54.9,11430,0,2,2,1,0,0
6.2,87.0,16207,0,2,3,1,0,0
25.1,76.0,10269,0,0,2,2,1,10000
0.5,70.1,14717,0,0,0,3,0,0
24.4,35.6,17801,0,1,1,3,0,0
6.3,22.9,5028,0,0,6,1,0,0
2.8,71.2,15373,0,3,3,3,0,0
1.7,58.7,16670,0,2,4,1,0,0
5.9,69.9,14224,0,0,2,1,1,8869
3.2,97.3,13120,0,1,2,3,1,7441
0.5,37.7,13529,1,2,3,3,0,0
7.7,62.2,7799,0,0,7,3,0,0
26.5,54.7,19210,0,0,2,3,1,10000
13.8,54.7,7076,0,0,2,1,0,0
12.0,42.9,9826,1,2,7,2,0,0
8.7,34.6,6905,0,0,0,3,0,0
0.9,88.3,10058,0,1,6,3,0,0
8.9,60.5,5304,0,0,6,1,0,0
5.3,55.8,13905,0,1,3,2,1,8500
1.8,56.2,10336,0,1,2,1,0,0
9.6,56.2,6454,0,1,3,1,0,0
2.1,58.0,11806,0,2,4,3,0,0
6.6,77.1,11854,0,2,3,3,0,0
3.1,46.3,10292,0,0,2,1,1,5811
6.0,54.2,14835,1,0,0,2,0,0
6.6,66.8,15563,0,0,2,2,1,9925
0.6,13.2,21432,0,0,3,3,0,0
10.5,65.1,12458,0,1,3,1,1,8965
4.3,46.8,11074,0,2,2,2,0,0
5.3,71.7,15557,0,0,3,2,1,9493
18.8,49.0,8022,1,0,3,2,0,0
6.8,52.1,8700,0,3,5,1,0,0
0.5,30.4,9221,0,0,2,2,0,0
6.6,47.2,12003,0,0,1,2,1,7657
8.8,73.3,7432,0,1,5,1,0,0
22.1,66.8,18056,1,0,1,1,0,0
3.0,59.4,13141,0,0,0,1,1,7393
14.1,47.0,10222,0,2,3,1,0,0
4.4,69.7,12760,1,0,3,2,0,0
20.6,56.6,3000,0,1,1,3,0,0
24.6,62.7,12839,0,2,6,1,0,0
16.4,67.3,10743,0,2,2,3,0,0
3.8,53.1,11285,0,1,1,2,1,6541
4.0,78.1,12662,0,2,5,2,0,0
2.6,58.3,15359,0,1,0,1,0,0
1.5,53.9,15472,0,1,1,3,0,0
18.3,66.5,13580,0,1,1,3,1,10000
31.1,41.2,8222,0,2,3,2,0,0
11.3,77.3,14865,0,1,4,2,1,10000
9.8,55.3,11695,0,0,2,1,1,8247
0.5,84.5,7755,0,0,3,2,0,0
19.6,78.4,13439,0,1,2,2,1,10000
33.6,59.1,10797,0,2,1,1,0,0
2.3,72.3,8993,0,0,2,1,0,0
14.5,61.6,6122,0,2,2,1,0,0
6.6,75.2,15668,0,0,7,2,1,9973
11.3,59.9,5185,1,0,1,2,0,0
6.5,82.7,14134,0,0,1,3,1,8978
5.8,73.8,13236,0,1,5,3,1,8224
13.5,61.3,12270,0,0,6,2,1,9582
1.9,57.8,8553,0,0,5,2,0,0
2.2,61.1,14181,0,2,2,1,0,0
5.5,71.3,7712,0,0,6,1,0,0
3.4,45.5,9969,0,1,4,3,1,5681
44.4,76.7,13676,0,3,4,3,0,0
12.5,63.6,12144,0,3,1,3,0,0
14.4,70.9,4039,1,2,2,1,0,0
14.8,41.0,14487,1,0,4,1,0,0
18.4,36.8,12494,0,0,2,2,0,0
0.9,45.7,13838,0,1,4,3,0,0
0.5,63.5,10666,0,1,2,2,0,0
3.4,76.4,12546,0,0,9,3,1,7165
4.5,72.0,10777,0,0,3,3,1,6390
18.3,58.7,14658,0,1,2,2,1,10000
10.0,41.9,6224,1,1,2,1,0,0
16.7,47.5,20547,0,1,9,3,1,10000
3.1,47.3,11542,1,0,5,1,0,0
3.6,76.6,3731,0,3,1,1,0,0
12.6,21.3,12072,0,0,4,3,0,0
3.5,54.8,19989,0,1,1,1,1,10000
17.3,78.1,12316,0,2,4,1,0,0
0.8,49.5,14230,0,1,3,2,0,0
8.9,70.2,9669,0,0,8,2,1,6626
0.7,89.5,11027,0,1,4,2,0,0
1.1,91.8,9973,0,0,5,1,0,0
22.8,86.0,8466,0,0,4,1,1,8255
33.3,67.9,11306,0,0,0,3,1,10000
27.3,77.6,12904,1,0,5,3,0,0
6.2,48.2,15372,0,0,0,1,1,9662
9.0,78.1,8912,0,2,2,1,0,0
9.3,64.0,12779,0,0,2,2,1,8871
11.9,81.5,12976,0,0,2,1,1,9716
23.4,77.1,13131,0,1,5,2,1,10000
7.3,57.1,18528,0,0,4,3,1,10000
16.4,83.8,8187,0,1,0,2,1,6896
0.5,69.6,11136,0,0,4,2,0,0
3.3,72.8,15780,0,0,2,3,1,8969
9.6,47.1,11251,0,2,0,1,0,0
1.0,26.1,11914,0,1,2,1,0,0
12.3,72.7,9358,0,0,3,3,1,7074
3.6,78.3,8874,0,1,3,3,1,5103
12.5,52.7,17648,0,0,5,2,1,10000
11.5,57.7,10452,0,0,3,1,1,7723
4.9,52.7,7300,0,0,3,3,0,0
38.0,46.4,11673,0,0,4,2,1,10000
1.1,62.8,4945,0,0,2,3,0,0
5.4,65.4,11847,0,1,2,3,1,7269
2.0,47.3,15971,0,0,4,2,0,0
2.3,83.9,15338,0,1,3,1,0,0
2.0,65.8,14470,1,1,1,1,0,0
0.5,14.1,10262,0,1,6,3,0,0
15.0,75.7,13923,0,1,9,1,1,10000
39.7,54.4,14247,0,1,3,1,1,10000
29.3,78.6,6340,0,2,3,3,0,0
9.0,59.6,6016,0,0,4,2,0,0
29.2,33.8,12125,1,0,2,3,0,0
2.4,92.2,13407,0,2,4,1,0,0
3.5,45.5,7541,0,0,8,1,0,0
0.7,69.1,18887,0,0,2,1,0,0
13.4,63.5,8163,0,3,3,2,0,0
7.1,55.8,11741,0,0,3,3,1,7607
5.8,50.6,10528,0,0,3,1,1,6534
17.5,58.1,15412,0,1,4,1,1,10000
19.9,64.5,12547,1,0,3,1,0,0
8.3,70.2,14051,1,2,2,3,0,0
7.7,90.2,10532,0,0,3,3,1,6958
6.4,53.4,3000,0,0,2,2,0,0
36.4,81.2,19055,0,1,1,1,1,10000
10.5,31.6,10024,0,0,5,2,0,0
29.7,72.8,5607,0,2,3,3,0,0
14.3,94.7,3000,0,1,2,1,0,0
9.4,88.8,12575,0,1,1,1,1,8738
11.0,77.5,19574,0,0,3,1,1,10000
4.2,70.1,9530,0,1,4,1,1,5608
11.9,60.6,10466,0,0,3,1,1,7826
25.9,85.7,13045,0,2,5,2,0,0
23.2,64.0,9010,0,0,0,2,1,8856
33.4,93.2,9060,0,0,6,1,1,10000
11.2,39.3,11435,0,0,4,1,0,0
6.7,76.9,8867,0,1,3,3,1,5666
13.9,64.5,11737,0,2,1,2,0,0
27.7,55.1,13102,0,0,3,3,1,10000
2.6,71.4,7826,0,0,2,3,0,0
4.7,58.2,16718,0,0,2,1,1,9983
36.2,58.4,9783,0,1,4,3,1,10000
24.2,69.5,16459,0,0,7,1,1,10000
19.7,62.4,12775,0,1,3,3,1,10000
4.4,62.6,7860,0,0,3,1,0,0
25.0,48.9,10558,0,0,3,1,1,10000
32.1,61.6,11251,0,1,4,3,1,10000
4.7,49.7,12864,0,1,5,2,1,7691
4.1,78.6,8098,1,1,2,2,0,0
12.2,64.7,9397,0,1,3,2,1,7083
6.6,61.3,10513,0,0,0,2,1,6699
0.5,65.0,6673,0,0,0,1,0,0
25.0,63.1,9929,0,0,0,1,1,10000
6.4,75.8,11351,0,2,3,1,0,0
21.0,57.9,9483,0,3,1,1,0,0
6.2,89.1,26443,0,0,5,2,1,10000
8.6,66.9,17273,0,0,2,3,1,10000
1.2,88.7,18273,1,0,2,1,0,0
7.9,80.7,7295,0,0,4,2,0,0
11.4,37.8,9091,0,0,3,1,0,0
2.4,63.7,13356,0,2,3,2,0,0
35.2,33.7,15323,1,2,6,3,0,0
5.5,52.4,12514,0,1,2,1,1,7682
0.5,81.7,11318,0,0,3,1,0,0
4.2,53.7,13451,0,0,1,2,1,7916
17.8,77.3,10359,0,1,3,2,1,9013
11.9,93.8,10718,0,0,5,3,1,8011
4.9,77.9,13938,0,1,1,3,1,8388
12.3,71.0,13641,0,0,0,3,1,10000
16.1,63.2,5215,0,0,3,3,0,0
15.8,61.4,16135,0,2,6,3,0,0
7.5,78.7,17088,0,1,2,3,1,10000
8.8,62.2,9229,0,0,0,2,1,6313
11.1,65.2,14433,0,0,3,3,1,10000
1.5,53.6,8466,0,1,1,2,0,0
18.0,64.7,12023,0,0,6,2,1,10000
48.0,76.5,8190,0,0,1,3,1,10000
16.3,78.0,6649,0,2,0,2,0,0
10.8,54.3,8192,0,1,3,1,1,5942
23.8,61.2,7663,0,0,5,2,0,0
11.9,67.2,3055,0,0,3,3,0,0
2.8,81.7,10793,0,0,3,1,0,0
1.8,56.6,10008,0,1,7,1,0,0
8.1,68.0,15101,0,1,5,1,1,10000
23.3,74.4,15145,0,2,5,3,0,0
13.4,39.9,13045,0,0,4,1,0,0
7.5,54.8,12525,0,1,3,3,1,8232
4.8,43.5,17779,0,3,4,2,0,0
30.5,76.8,10338,0,3,7,2,0,0
5.8,82.7,19278,0,0,6,1,1,10000
1.0,83.8,4229,0,3,1,2,0,0
33.1,77.2,10745,0,1,4,3,1,10000
5.4,48.3,4988,0,0,2,3,0,0
9.4,37.2,14461,0,1,5,3,0,0
10.1,26.7,14371,0,1,6,1,0,0
1.3,50.4,15627,0,0,5,1,0,0
2.1,44.6,16503,0,0,4,2,0,0
16.2,60.0,7500,0,3,4,2,0,0
22.6,65.2,13497,0,0,5,2,1,10000
16.1,82.3,14149,0,0,4,3,1,10000
2.6,50.6,7990,0,0,4,2,0,0
30.8,56.2,14254,0,1,1,1,1,10000
0.5,54.2,3264,0,1,1,1,0,0
0.7,66.5,10256,0,1,4,1,0,0
15.0,76.6,5998,0,1,4,1,0,0
11.6,69.0,7567,1,3,3,2,0,0
0.5,78.1,10512,0,0,4,2,0,0
38.4,43.2,12737,0,2,0,2,0,0
2.7,85.1,8357,0,0,2,3,0,0
15.8,85.3,13786,0,2,0,1,0,0
3.7,70.9,6032,0,1,5,1,0,0
9.4,74.9,10955,0,0,3,1,1,7622
19.8,60.7,13703,0,0,3,3,1,10000
0.8,56.0,12496,0,0,5,1,0,0
18.9,38.7,13495,0,2,5,1,0,0
2.0,32.9,10841,0,0,7,1,0,0
10.4,20.2,10799,0,0,2,2,0,0
23.6,55.5,11286,0,2,4,2,0,0
2.8,63.7,11978,0,0,4,3,0,0
16.7,58.9,6881,1,0,5,1,0,0
19.3,36.0,12378,0,1,2,1,0,0
3.5,67.9,12336,0,0,4,3,1,7077
18.0,72.1,13996,0,0,0,3,1,10000
4.3,76.0,9952,0,2,3,1,0,0
7.1,79.5,9389,1,1,5,3,0,0
19.6,60.8,12974,0,0,4,2,1,10000
0.6,65.6,10490,0,0,4,2,0,0
10.5,59.2,9282,0,1,0,2,1,6663
7.7,45.6,9588,0,1,4,3,1,6335
39.2,51.6,3238,0,1,2,1,0,0
9.3,63.1,11764,0,0,5,2,1,8155
3.3,38.4,10578,0,0,2,1,0,0
0.7,75.9,20369,0,3,3,2,0,0
21.5,59.2,15950,1,0,2,2,0,0
2.7,75.8,15487,0,0,2,1,0,0
2.6,72.8,10200,0,0,5,1,0,0
0.8,80.2,17271,0,1,0,2,0,0
32.8,65.7,11543,0,2,3,2,0,0
6.1,76.9,16021,0,1,3,3,1,10000
3.2,77.0,7856,0,0,2,3,0,0
11.8,48.1,14902,0,0,9,1,1,10000
7.8,68.3,7979,0,0,4,3,0,0
3.2,42.9,12079,0,0,5,3,1,6833
47.1,48.7,13613,0,1,0,2,1,10000
8.8,48.3,10418,1,0,2,3,0,0
16.0,59.5,11011,1,0,3,1,0,0
9.4,49.4,17110,0,1,6,2,1,10000
3.4,84.7,12730,0,0,1,1,1,7278
7.2,72.3,4463,0,1,1,3,0,0
15.8,64.6,15817,0,1,8,2,1,10000
3.6,95.1,14167,1,1,3,3,0,0
15.2,48.9,12173,0,0,2,2,1,9944
5.4,70.5,12355,0,1,1,1,1,7560
10.9,47.2,13857,0,1,2,1,1,10000
18.4,58.4,10364,0,2,4,2,0,0
1.2,88.6,18984,0,1,6,3,0,0
4.5,79.9,14854,0,1,5,1,1,8805
10.8,33.2,3028,0,1,2,2,0,0
21.7,79.8,14331,0,2,4,3,0,0
9.0,83.7,16902,0,0,3,1,1,10000
1.3,71.6,15024,0,0,3,1,0,0
12.5,53.8,17776,0,1,8,1,1,10000
6.2,59.2,14617,0,2,1,3,0,0
19.6,73.4,18263,0,0,4,1,1,10000
2.1,86.9,9831,1,1,0,2,0,0
25.6,81.6,3000,0,1,3,3,0,0
3.3,69.4,12289,0,3,5,1,0,0
12.3,62.5,20435,0,0,5,3,1,10000
13.0,90.5,16494,0,0,5,3,1,10000
18.6,60.0,9945,0,1,4,3,1,8831
9.8,92.4,16884,0,0,2,2,1,10000
27.9,73.9,19034,0,1,7,3,1,10000
14.3,71.5,6743,0,2,2,1,0,0
1.9,58.8,18489,2,0,4,1,0,0
29.6,23.2,4809,1,0,5,1,0,0
1.3,40.5,12684,1,0,2,2,0,0
4.7,74.0,12859,0,0,5,1,1,7677
1.6,57.0,8910,1,3,2,2,0,0
7.1,81.9,11170,0,2,1,3,0,0
3.0,54.4,13435,0,0,2,2,0,0
3.9,33.6,10023,0,1,4,1,0,0
19.1,44.1,16358,0,1,7,3,1,10000
0.7,40.4,8007,0,1,5,3,0,0
1.2,70.2,9995,0,3,6,2,0,0
4.8,66.4,12620,0,0,2,2,1,7582
9.8,40.3,10742,0,0,4,1,1,7563
1.9,70.6,9064,0,0,3,3,0,0
4.6,80.3,16357,0,1,3,3,1,9737
12.1,73.3,15405,0,0,4,2,1,10000
9.4,68.0,3105,0,0,6,1,0,0
17.2,71.3,11449,0,3,6,1,0,0
0.5,69.4,12904,0,0,4,2,0,0
6.2,52.2,12142,0,1,4,1,1,7633
9.6,68.4,6072,0,2,2,2,0,0
17.8,44.9,11780,1,0,1,2,0,0
8.9,35.5,10712,0,1,6,1,0,0
4.1,45.1,15299,0,0,3,1,1,8942
10.1,56.1,5844,0,0,1,3,0,0
4.8,64.3,7916,0,2,4,1,0,0
11.3,21.2,5112,0,1,0,3,0,0
12.4,77.9,13223,1,2,2,3,0,0
7.7,91.2,10977,0,1,1,3,1,7247
3.4,63.1,10502,0,0,2,3,1,6001
9.1,40.0,11191,0,1,4,2,0,0
17.4,33.3,17073,0,0,4,3,0,0
2.2,71.8,14619,0,1,3,2,0,0
33.5,48.4,3000,0,0,0,1,0,0
5.2,41.2,13846,0,0,1,3,1,8423
48.0,74.6,12067,1,0,1,1,0,0
17.3,62.6,13167,0,0,3,2,1,10000
21.7,61.9,15127,0,0,2,3,1,10000
5.8,53.7,13903,0,1,4,1,1,8628
7.4,80.9,6327,0,2,5,3,0,0
21.1,45.0,13596,0,2,0,3,0,0
38.0,61.8,10360,0,0,3,3,1,10000
3.7,64.2,12372,0,0,0,2,1,7138
7.9,67.5,12415,0,3,5,1,0,0
10.0,91.1,9534,0,2,1,2,0,0
4.8,65.4,7879,0,0,2,3,0,0
10.2,55.7,10456,0,0,2,2,1,7440
35.1,50.7,17547,0,2,2,1,0,0
1.8,48.1,5614,0,1,3,3,0,0
2.2,60.0,19320,0,0,5,3,0,0
14.3,49.7,12327,0,0,1,1,1,9847
1.8,37.6,15338,1,1,2,3,0,0
18.6,50.5,11074,0,3,4,2,0,0
16.6,81.2,10476,0,0,5,2,1,8870
2.5,67.5,18290,0,0,2,3,0,0
4.3,67.7,13433,0,0,4,2,1,7916
12.8,86.4,3164,0,0,3,3,0,0
11.7,81.4,15067,0,1,1,2,1,10000
15.6,47.6,13582,0,1,1,2,1,10000
0.5,94.9,12726,0,0,3,3,0,0
9.1,84.6,11586,0,2,0,1,0,0
8.1,36.8,7037,0,0,1,1,0,0
15.5,39.3,14262,0,2,7,3,0,0
5.7,67.4,8628,0,2,5,3,0,0
3.8,64.5,11831,1,0,4,2,0,0
3.2,71.7,8532,0,1,7,1,1,4829
42.0,45.5,18037,0,2,4,1,0,0
10.9,63.2,7508,0,0,4,1,0,0
17.1,61.4,12237,0,0,4,2,1,10000
25.0,55.8,22598,0,2,4,1,0,0
1.8,38.7,9769,0,1,2,1,0,0
17.3,63.8,3000,0,0,1,1,0,0
17.0,58.0,20874,0,1,3,1,1,10000
5.0,79.8,7471,0,0,3,1,0,0
23.4,45.4,12205,0,0,3,1,1,10000
4.8,45.8,9603,0,1,2,3,1,5760
1.5,58.1,17853,0,0,2,3,0,0
20.1,45.6,9584,0,2,6,3,0,0
35.0,92.6,15640,0,1,5,1,1,10000
13.9,60.3,6326,0,1,5,2,0,0
5.3,53.3,11914,0,0,2,3,1,7276
2.2,60.3,9657,1,1,3,1,0,0
16.0,48.9,9944,0,3,4,2,0,0
48.0,86.6,13170,0,1,5,1,1,10000
1.2,51.0,7704,0,2,6,2,0,0
29.7,43.5,8391,0,3,2,3,0,0
9.8,59.0,13540,0,1,3,3,1,9545
16.3,45.0,16406,0,0,2,2,1,10000
45.6,31.0,7607,2,2,3,2,0,0
21.1,82.9,10906,0,1,1,1,1,10000
2.3,88.0,6749,0,2,4,1,0,0
11.6,76.1,5398,0,2,5,2,0,0
2.0,85.2,11872,0,0,3,1,0,0
7.5,43.0,15896,0,0,2,1,1,10000
28.0,62.0,11203,0,1,4,2,1,10000
0.5,53.2,9962,0,0,0,2,0,0
0.5,69.1,12836,1,0,3,1,0,0
2.2,44.3,10768,1,0,0,2,0,0
4.5,65.1,10394,1,2,2,1,0,0
22.1,80.5,12568,0,2,2,1,0,0
1.5,78.8,12869,0,0,3,3,0,0
7.9,55.7,11690,0,0,6,1,1,7760
13.9,65.5,14471,0,1,3,2,1,10000
5.1,72.8,11540,0,0,4,1,1,6999
32.2,41.8,9056,0,0,2,1,1,10000
0.5,67.8,8774,0,2,3,1,0,0
20.8,50.1,10121,0,1,3,2,1,9456
0.5,34.6,8339,0,3,1,1,0,0
3.7,75.0,10521,0,0,6,2,1,6080
4.4,58.6,11746,0,0,2,2,1,6944
5.5,51.5,5777,0,2,1,1,0,0
9.2,57.1,12011,0,3,4,3,0,0
1.5,53.7,17855,0,1,4,2,0,0
0.5,50.4,6553,0,1,0,3,0,0
6.3,66.0,8136,0,1,1,1,1,5136
14.7,48.7,10927,0,0,3,1,1,8822
2.5,83.4,15268,2,0,2,3,0,0
6.9,63.6,11770,0,0,5,1,1,7572
0.5,87.8,11157,0,0,1,1,0,0
48.0,72.6,12107,0,0,1,1,1,10000
5.2,69.6,8833,0,0,6,1,1,5370
9.4,56.5,6789,0,1,3,3,0,0
20.6,81.7,13139,0,1,4,3,1,10000
2.6,68.2,8648,0,0,2,3,0,0
3.9,46.4,15439,0,2,4,3,0,0
2.7,36.2,8174,0,0,7,2,0,0
4.7,32.9,15664,0,1,3,2,0,0
0.8,43.9,14721,0,0,2,3,0,0
13.2,67.0,20684,0,0,6,3,1,10000
9.2,63.7,8438,0,1,2,3,1,5835
19.0,59.1,12892,0,0,1,2,1,10000
9.3,56.2,11073,0,1,5,3,1,7671
2.1,42.4,13718,0,1,3,2,0,0
4.0,45.6,16496,0,1,6,1,1,9613
6.9,80.0,15219,1,0,2,1,0,0
6.8,59.9,8690,0,2,3,2,0,0
16.2,60.4,11466,0,3,1,2,0,0
1.9,68.7,6154,0,0,2,2,0,0
25.1,35.7,20745,0,0,3,3,0,0
9.0,52.7,9694,0,3,3,2,0,0
20.0,88.6,8950,0,0,2,1,1,8195
7.7,21.8,14854,0,0,2,2,0,0
26.2,36.0,10419,0,0,3,3,0,0
16.7,61.5,17033,0,2,1,2,0,0
8.6,48.1,14713,0,0,6,1,1,9981
22.6,57.1,7123,0,0,3,1,0,0
23.8,73.2,11583,0,2,8,3,0,0
1.3,52.9,4351,0,0,3,3,0,0
16.0,63.6,19386,0,0,3,2,1,10000
8.2,34.7,11768,0,0,2,2,0,0
39.7,81.3,9464,0,0,2,2,1,10000
6.4,34.8,15364,0,1,1,1,0,0
1.0,93.7,5024,0,1,0,2,0,0
32.0,88.8,11413,0,2,4,3,0,0
18.1,46.8,17747,0,0,5,2,1,10000
9.9,84.1,14821,1,3,2,1,0,0
8.2,71.0,18697,0,1,2,2,1,10000
14.5,59.2,13660,0,0,5,1,1,10000
5.4,95.5,16050,0,0,3,2,1,9847
0.7,53.6,9671,0,0,4,3,0,0
27.1,67.8,11735,0,0,1,1,1,10000
14.0,63.4,6274,0,0,5,2,0,0
34.9,74.9,12254,0,0,2,1,1,10000
8.4,67.1,8808,0,1,1,3,1,5951
19.2,73.0,16326,0,3,1,2,0,0
15.1,62.2,13828,0,0,0,2,1,10000
21.8,34.5,13471,0,3,3,3,0,0
33.1,68.2,11482,0,2,6,2,0,0
8.3,71.0,9218,0,0,4,1,1,6204
32.2,61.4,12202,0,1,2,3,1,10000
0.5,41.2,14535,0,1,2,3,0,0
3.4,66.1,12997,0,0,2,2,1,7409
16.4,82.6,8844,0,1,3,3,1,7440
27.0,61.6,7975,0,0,2,3,0,0
4.3,41.5,13667,0,2,1,1,0,0
13.0,96.8,6819,0,0,0,1,0,0
4.6,69.7,13565,1,2,1,1,0,0
3.3,34.1,5774,0,2,6,1,0,0
3.1,66.4,17320,0,3,2,1,0,0
10.2,42.0,13311,0,3,6,1,0,0
21.1,30.3,11710,0,0,4,1,0,0
3.8,87.7,14999,0,0,3,3,1,8685
2.3,67.1,14466,0,1,2,2,0,0
10.8,66.1,9935,0,1,6,1,1,7201
9.2,51.0,11750,0,0,2,1,1,8128
17.5,70.8,15767,0,1,1,2,1,10000
5.5,64.1,11741,1,0,2,3,0,0
2.4,60.7,10802,0,0,3,2,0,0
15.1,48.8,11478,0,0,3,3,1,9358
10.8,71.3,9259,0,2,3,3,0,0
1.8,65.2,15495,0,0,2,2,0,0
12.4,39.0,16694,0,0,2,2,0,0
8.7,82.6,12292,1,0,2,2,0,0
14.2,78.8,14555,0,0,4,3,1,10000
3.9,34.6,9360,0,1,1,1,0,0
25.6,43.9,9035,0,1,5,2,1,9328
8.3,65.1,14299,0,1,2,2,1,9616
3.5,81.2,3992,0,1,8,3,0,0
13.3,72.7,6288,1,3,2,3,0,0
9.8,49.1,5755,0,0,3,3,0,0
6.3,78.6,18177,0,0,3,2,1,10000
0.6,44.4,5073,0,0,3,3,0,0
5.5,88.2,15277,0,0,3,3,1,9398
0.9,72.5,19999,0,1,1,2,0,0
33.6,42.5,3000,0,1,4,1,0,0
3.8,69.6,9920,0,1,4,2,1,5750
2.5,53.3,15668,0,0,2,3,0,0
47.8,49.4,6590,0,0,2,3,0,0
24.2,43.3,14555,0,2,2,2,0,0
13.8,78.0,12627,0,0,3,2,1,9948
7.2,73.9,4477,0,1,2,1,0,0
10.9,35.8,12676,0,2,4,1,0,0
12.7,68.5,10116,0,0,3,2,1,7742
1.6,57.0,13583,0,0,2,2,0,0
2.1,58.1,17298,0,0,4,1,0,0
2.4,64.1,13183,0,0,2,2,0,0
1.8,57.8,17988,0,2,1,1,0,0
16.0,50.9,13982,0,0,2,2,1,10000
5.6,50.3,10477,0,0,1,1,1,6460
0.9,59.7,21069,0,1,2,2,0,0
1.1,59.9,9038,0,2,2,3,0,0
3.0,44.8,14409,1,1,4,3,0,0
6.7,45.8,14543,2,0,4,1,0,0
6.2,56.0,12510,0,0,2,2,1,7861
1.9,73.6,19579,0,3,3,3,0,0
26.1,52.8,15335,0,1,5,3,1,10000
34.6,47.3,14195,0,0,2,3,1,10000
2.7,39.7,10192,0,0,3,3,0,0
4.5,57.9,20359,0,1,3,1,1,10000
2.9,59.3,12635,0,1,2,3,0,0
28.2,59.4,21229,0,1,1,3,1,10000
3.1,75.3,9481,0,1,1,3,1,5355
9.7,73.2,12013,0,0,2,1,1,8427
26.4,68.3,18712,0,2,3,1,0,0
48.0,52.0,9259,0,0,1,1,1,10000
4.0,64.7,10606,0,1,5,3,1,6183
8.3,50.0,8029,0,0,5,2,1,5409
21.9,76.8,17576,0,0,1,1,1,10000
20.8,71.5,9375,0,0,2,2,1,8741
13.4,68.4,10144,0,0,5,2,1,7913
13.3,68.8,7932,0,0,3,3,0,0
13.7,68.8,12947,0,1,2,2,1,10000
28.5,73.9,9306,0,1,5,1,1,10000
36.1,49.5,6157,0,1,4,2,0,0
17.5,67.6,3228,0,1,3,2,0,0
9.7,89.5,10182,2,1,3,2,0,0
12.5,73.2,16919,0,0,3,1,1,10000
2.5,65.4,15436,0,0,1,1,0,0
4.7,64.8,11925,0,1,2,1,1,7128
8.6,56.1,11290,0,2,4,1,0,0
13.1,33.4,11084,0,0,4,1,0,0
13.3,83.3,18032,0,0,3,2,1,10000
4.7,73.3,15003,0,1,3,3,1,8968
17.1,42.0,7233,0,3,2,2,0,0
8.4,61.2,11946,0,1,3,1,1,8057
48.0,94.0,8617,0,0,0,2,1,10000
9.3,54.7,9123,0,2,3,2,0,0
6.4,62.9,14029,0,0,2,3,1,8883
14.8,81.8,9304,0,1,3,1,1,7528
15.4,62.3,12712,0,1,3,2,1,10000
10.4,61.4,14298,0,0,1,2,1,10000
6.0,86.1,8190,0,0,6,3,1,5116
14.3,55.3,13721,0,0,2,1,1,10000
0.5,31.1,11627,0,1,2,2,0,0
46.8,80.1,13824,0,0,2,1,1,10000
48.0,69.8,7897,0,3,5,3,0,0
7.9,28.7,13959,0,2,2,3,0,0
2.6,84.9,14834,0,0,3,3,0,0
0.5,72.0,15377,0,2,0,1,0,0
15.0,51.2,11715,0,0,2,2,1,9523
6.5,47.4,10664,0,2,1,3,0,0
0.7,82.2,12511,0,0,1,3,0,0
28.5,33.7,21158,0,0,1,3,0,0
8.7,40.8,13850,0,3,7,3,0,0
15.7,91.9,10583,0,1,3,2,1,8764
0.8,38.1,7807,0,0,2,3,0,0
3.2,63.2,10117,0,0,4,3,1,5730
2.4,61.7,14163,0,1,2,1,0,0
1.1,63.2,12549,1,2,4,1,0,0
39.2,47.1,14095,0,0,3,3,1,10000
2.0,44.7,16188,0,0,5,1,0,0
0.5,59.3,6351,0,2,5,1,0,0
15.4,56.7,15357,0,2,3,3,0,0
3.3,34.6,8953,0,0,2,1,0,0
1.8,66.3,12575,0,1,3,1,0,0
22.6,92.8,11876,0,2,1,1,0,0
4.7,65.7,17753,0,0,3,3,1,10000
1.5,82.7,8790,0,3,2,3,0,0
11.3,65.3,7489,0,1,3,3,0,0
16.3,53.1,16966,0,0,4,1,1,10000
20.9,40.8,12390,0,0,3,1,1,10000
5.7,45.7,6853,0,0,3,2,0,0
1.9,53.5,14564,0,2,4,3,0,0
7.2,66.7,14600,0,3,2,3,0,0
12.3,79.8,10876,0,0,6,3,1,8220
18.8,83.6,13974,0,0,6,2,1,10000
16.9,52.1,8740,0,1,1,3,1,7457
2.3,49.5,5849,0,0,0,2,0,0
14.9,80.1,8117,0,0,5,1,1,6573
13.7,48.7,18310,0,0,2,2,1,10000
0.5,75.8,15861,0,1,3,1,0,0
0.5,59.3,16929,0,0,3,3,0,0
2.1,80.0,15360,0,0,2,2,0,0
7.0,84.2,16784,0,0,2,1,1,10000
15.9,89.0,15916,1,0,5,2,0,0
